Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_26_2025_C_PBC74148	chromosome	3588088	53.06	28.7	32	70	1.0	circular																																																																								
11813_EXE_26_2025_C_PBC74148	1	642078	43.59	22.33	26	59	0.82	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	2	360604	50.37	31.13	28	70	0.95	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	3	279860	31.16	22.04	16	40	0.59	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	4	149991	34.72	16.72	21	45	0.65	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	5	67519	189.76	143.48	68	310	3.58	circular																																																																								
11813_EXE_26_2025_C_PBC74148	6	30108	19.47	13.95	10	23	0.37	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	7	20586	28.08	10.82	22	35	0.53	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	8	19631	24.19	6.82	20	29	0.46	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	9	15110	49.64	19.06	31	69	0.94	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	10	10753	38.78	6.02	35	42	0.73	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	11	9043	49.63	5.55	44	54	0.94	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	12	8583	67.15	3.66	65	70	1.27	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	13	7027	31.39	24.76	17	40	0.59	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	14	6753	60.9	7.84	52	68	1.15	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	15	4871	87.12	7.08	84	92	1.64	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	16	4250	30.0	6.01	25	35	0.57	not_circular																																																																								
