Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_28_2025_A_PBC74148	chromosome	3098160	45.05	9.69	38	51	1.0	circular																																																																								
11813_EXE_28_2025_A_PBC74148	1	1742049	40.67	9.83	33	47	0.9	circular																																																																								
11813_EXE_28_2025_A_PBC74148	2	170837	76.49	17.0	62	90	1.7	circular	Yes	NZ_AP024168.1	0.0188053	0.0	508/1000	2083760490.0	Vibrio alfacsensis strain 04Ya108 plasmid pYa108, complete sequence	2021-08-20	circular	complete	1074311.0	plasmid	221076.0	AP024168.1	RefSeq	SAMD00258720	19232337.0	SAMD00258720	Japan:Kagawa	34.381478 N 134.100808 E			2004-05-14			10733851.0	GCF_019670485.1	Complete Genome	218.0	2021-05-18	2021-05-18	True	SAMD00258720	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alfacsensis		1074311.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio alfacsensis', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_alfacsensis;	2.0	1224.0	1236.0	135623.0	641.0	662.0	1074311.0		True	True	True		0.0		0.4347328520508784	221076.0		BIOSAMPLE_IsolationSource	unknown (nan)		34.381478	134.100808		-10.220451	-3.4057686		
11813_EXE_28_2025_A_PBC74148	3	68284	277.65	45.48	241	317	6.16	circular																																																																								
11813_EXE_28_2025_A_PBC74148	4	65450	77.84	10.55	74	83	1.73	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	5	46596	293.54	49.04	261	354	6.52	circular																																																																								
11813_EXE_28_2025_A_PBC74148	6	39122	396.99	9.31	391	405	8.81	circular																																																																								
11813_EXE_28_2025_A_PBC74148	8	9309	17.17	1.01	17	18	0.38	circular																																																																								
11813_EXE_28_2025_A_PBC74148	9	8805	27.15	0.9	26	28	0.6	circular																																																																								
11813_EXE_28_2025_A_PBC74148	15	1525	14.85	0.85	14	16	0.33	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	19	905	102.06	1.72	102	103	2.27	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	20	879	22.15	0.88	21	23	0.49	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	23	260	36.7	0.61	37	37	0.81	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	24	250	32.67	0.57	32	33	0.73	not_circular																																																																								
