Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_30_2024_F_PBC74148	chromosome	3352929	54.72	12.34	46	64	1.0	circular																																																																								
11813_EXE_30_2024_F_PBC74148	1	1100289	43.97	11.66	36	52	0.8	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	2	131437	57.94	14.55	48	70	1.06	circular	Yes	NZ_CP071844.1	0.0227107	0.0	450/1000	2256174026.0	Vibrio sp. SCSIO 43009 plasmid unnamed, complete sequence	2022-06-19	circular	complete	2819103.0	plasmid	135905.0	CP071844.1	RefSeq	SAMN18309766	18309766.0	SAMN18309766	China: Hainan Island	18.24 N 109.36 E		Galaxea fascicularis	2017-08-01			12984841.0	GCF_023716525.1	Complete Genome	100.0	2022-06-14	2022-06-14	True	SAMN18309766	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_sp._SCSIO_43009		2819103.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio sp. SCSIO 43009', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_sp._SCSIO_43009;	2.0	1224.0	1236.0	135623.0	641.0	662.0	2819103.0		True	True	True		0.0		0.442875538059674	135905.0	Galaxea fascicularis	BIOSAMPLE_Host	Galaxea fascicularis		18.24	109.36		-10.502206	-3.1880584		
11813_EXE_30_2024_F_PBC74148	3	101588	48.94	11.91	39	61	0.89	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	4	101569	45.97	12.78	34	58	0.84	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	5	100897	45.85	12.17	36	55	0.84	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	6	97562	58.79	7.0	53	64	1.07	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	7	90062	53.72	6.37	48	59	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	8	79373	40.7	3.5	39	43	0.74	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	9	36635	72.93	5.58	69	77	1.33	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	10	30033	61.16	11.09	53	73	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	11	26697	53.44	5.97	48	60	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	12	24478	61.21	8.12	53	68	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	13	18205	53.72	5.32	50	57	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	14	13252	73.44	1.98	72	75	1.34	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	15	12417	61.36	2.17	60	63	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	16	12050	61.97	5.3	57	67	1.13	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	17	1102	57.82	0.73	58	58	1.06	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	18	148	143.45	1.05	143	144	2.62	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	19	119	71.89	0.34	72	72	1.31	not_circular																																																																								
