#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_80	22398	47	N	Y	3	*	*,80,*
contig_795	20975	55	N	Y	3	*	*,795,*
contig_802	20253	56	N	Y	4	*	*,802,*
contig_518	16923	33	N	N	2	*	*,518,*
contig_806	15804	25	N	N	1	*	*,806,*
contig_827	15147	56	N	Y	3	*	*,827,*
contig_67	14786	38	N	Y	2	*	*,67,*
contig_867	14243	15	N	N	1	*	*,867,*
contig_420	14087	29	N	N	2	*	*,420,*
contig_264	12914	19	N	N	1	*	*,264,*
contig_813	12902	23	N	N	1	*	*,813,*
contig_273	12735	19	N	N	1	*	*,273,*
contig_811	12366	32	N	N	2	*	*,811,*
contig_808	12266	29	N	N	1	*	*,808,*
contig_822	12089	39	N	Y	2	*	*,822,*
contig_336	11995	34	N	N	2	*	*,336,*
contig_414	11873	33	N	N	2	*	*,414,*
contig_830	11480	24	N	N	1	*	*,830,*
contig_231	11069	35	N	N	2	*	*,231,*
contig_851	11011	16	N	N	1	*	*,851,*
contig_613	10943	9	N	N	1	*	*,613,*
contig_52	10615	24	N	N	1	*	*,52,*
contig_411	10609	19	N	N	1	*	*,411,*
contig_21	10496	51	N	Y	3	*	*,21,*
contig_816	10449	19	N	N	1	*	*,816,*
contig_101	10302	30	N	N	1	*	*,101,*
contig_844	10143	8	N	N	1	*	*,844,*
contig_215	9924	26	N	N	1	*	*,215,*
contig_831	9836	28	N	N	1	*	*,831,*
contig_809	9717	32	N	N	2	*	*,809,*
contig_657	9639	37	N	Y	2	*	*,657,*
contig_104	9578	31	N	N	2	*	*,104,*
contig_251	9451	12	N	N	1	*	*,251,*
contig_204	9404	15	N	N	1	*	*,204,*
contig_810	9294	24	N	N	1	*	*,810,*
contig_372	9250	45	N	Y	3	*	*,372,*
contig_41	9093	8	N	N	1	*	*,41,*
contig_847	9061	29	N	N	2	*	*,847,*
contig_857	8852	20	N	N	1	*	*,857,*
contig_380	8731	25	N	N	1	*	*,380,*
contig_38	8401	35	N	Y	2	*	*,38,*
contig_833	8400	23	N	N	1	*	*,833,*
contig_840	8349	20	N	N	1	*	*,840,*
contig_846	8254	26	N	N	1	*	*,846,*
contig_335	8229	16	N	N	1	*	*,335,*
contig_223	8066	10	N	N	1	*	*,223,*
contig_797	7958	22	N	N	1	*	*,797,*
contig_501	7900	26	N	N	1	*	*,501,*
contig_715	7874	28	N	N	2	*	*,715,*
contig_71	7848	37	N	Y	2	*	*,71,*
contig_103	7824	48	N	Y	3	*	*,103,*
contig_803	7814	23	N	N	1	*	*,803,*
contig_34	7772	28	N	N	1	*	*,34,*
contig_824	7754	27	N	N	1	*	*,824,*
contig_156	7454	35	N	Y	2	*	*,156,*
contig_294	7451	17	N	N	1	*	*,294,*
contig_826	7370	35	N	N	2	*	*,826,*
contig_128	7366	47	N	Y	3	*	*,128,*
contig_800	7366	22	N	N	1	*	*,800,*
contig_126	7336	37	N	Y	2	*	*,126,*
contig_432	7312	16	N	N	1	*	*,432,*
contig_173	7297	22	N	N	1	*	*,173,*
contig_210	7277	25	N	N	1	*	*,210,*
contig_86	7266	33	N	N	2	*	*,86,*
contig_786	7251	26	N	N	1	*	*,786,*
contig_107	7183	18	N	N	2	*	*,107,*
contig_836	7159	19	N	N	1	*	*,836,*
contig_520	7152	16	N	N	1	*	*,520,*
contig_87	7093	24	N	N	1	*	*,87,*
contig_102	6995	51	N	Y	3	*	*,102,*
contig_240	6983	36	N	N	2	*	*,240,*
contig_275	6901	40	N	Y	2	*	*,275,*
contig_359	6845	18	N	N	1	*	*,359,*
contig_804	6842	20	N	N	1	*	*,804,*
contig_193	6808	22	N	N	1	*	*,193,*
contig_814	6800	29	N	N	2	*	*,814,*
contig_841	6739	16	N	N	1	*	*,841,*
contig_51	6689	27	N	N	2	*	*,51,*
contig_353	6641	51	N	Y	3	*	*,353,*
contig_262	6626	32	N	N	2	*	*,262,*
contig_864	6598	14	N	N	1	*	*,864,*
contig_192	6582	38	N	Y	2	*	*,192,*
contig_708	6576	11	N	N	1	*	*,708,*
contig_36	6574	41	N	Y	2	*	*,36,*
contig_197	6468	20	N	N	1	*	*,197,*
contig_49	6465	16	N	N	1	*	*,49,*
contig_117	6459	8	N	N	1	*	*,117,*
contig_861	6409	22	N	N	1	*	*,861,*
contig_227	6400	42	N	Y	2	*	*,227,*
contig_119	6381	49	N	Y	3	*	*,119,*
contig_478	6375	18	N	N	1	*	*,478,*
contig_55	6367	42	N	Y	2	*	*,55,*
contig_14	6344	15	N	N	1	*	*,14,*
contig_111	6322	19	N	N	1	*	*,111,*
contig_112	6308	33	N	N	2	*	*,112,*
contig_196	6274	15	N	N	1	*	*,196,*
contig_848	6239	18	N	N	1	*	*,848,*
contig_93	6217	19	N	N	1	*	*,93,*
contig_166	6102	12	N	N	1	*	*,166,*
contig_146	6100	44	N	Y	2	*	*,146,*
contig_235	6098	13	N	N	1	*	*,235,*
contig_487	6084	10	N	N	1	*	*,487,*
contig_311	6059	37	N	Y	2	*	*,311,*
contig_843	6046	15	N	N	1	*	*,843,*
contig_849	6022	20	N	N	1	*	*,849,*
contig_176	5988	13	N	N	1	*	*,176,*
contig_256	5966	17	N	N	1	*	*,256,*
contig_825	5942	24	N	N	1	*	*,825,*
contig_169	5887	25	N	N	1	*	*,169,*
contig_141	5860	22	N	N	1	*	*,141,*
contig_147	5854	43	N	Y	2	*	*,147,*
contig_574	5852	11	N	N	1	*	*,574,*
contig_97	5844	29	N	N	2	*	*,97,*
contig_360	5840	35	N	N	2	*	*,360,*
contig_858	5824	14	N	N	1	*	*,858,*
contig_505	5758	6	N	N	1	*	*,505,*
contig_832	5735	23	N	N	1	*	*,832,*
contig_798	5718	37	N	Y	2	*	*,798,*
contig_152	5696	39	N	Y	2	*	*,152,*
contig_527	5689	30	N	N	1	*	*,527,*
contig_560	5612	40	N	Y	2	*	*,560,*
contig_200	5611	26	N	N	2	*	*,200,*
contig_15	5610	7	N	N	1	*	*,15,*
contig_799	5607	27	N	N	1	*	*,799,*
contig_570	5577	17	N	N	1	*	*,570,*
contig_1	5570	14	N	N	1	*	*,1,*
contig_207	5560	11	N	N	1	*	*,207,*
contig_812	5557	21	N	N	1	*	*,812,*
contig_731	5539	15	N	N	1	*	*,731,*
contig_853	5523	18	N	N	1	*	*,853,*
contig_18	5502	37	N	Y	2	*	*,18,*
contig_195	5485	8	N	N	1	*	*,195,*
contig_839	5478	26	N	N	1	*	*,839,*
contig_185	5469	36	N	Y	2	*	*,185,*
contig_137	5446	37	N	Y	2	*	*,137,*
contig_431	5445	24	N	N	1	*	*,431,*
contig_725	5431	14	N	N	1	*	*,725,*
contig_357	5424	33	N	N	3	*	*,357,*
contig_612	5369	7	N	N	1	*	*,612,*
contig_157	5354	21	N	N	1	*	*,157,*
contig_590	5350	32	N	N	2	*	*,590,*
contig_535	5329	21	N	N	1	*	*,535,*
contig_209	5321	15	N	N	1	*	*,209,*
contig_440	5311	26	N	N	1	*	*,440,*
contig_498	5297	18	N	N	1	*	*,498,*
contig_821	5284	24	N	N	1	*	*,821,*
contig_863	5281	12	N	N	1	*	*,863,*
contig_389	5274	33	N	N	2	*	*,389,*
contig_113	5223	20	N	N	1	*	*,113,*
contig_384	5192	12	N	N	1	*	*,384,*
contig_35	5186	60	N	Y	3	*	*,35,*
contig_263	5122	10	N	N	1	*	*,263,*
contig_23	5067	29	N	N	2	*	*,23,*
contig_88	5044	20	N	N	1	*	*,88,*
contig_274	5026	20	N	N	1	*	*,274,*
contig_96	4986	31	N	N	2	*	*,96,*
contig_757	4983	32	N	N	2	*	*,757,*
contig_245	4978	22	N	N	1	*	*,245,*
contig_154	4977	26	N	N	1	*	*,154,*
contig_862	4903	21	N	N	1	*	*,862,*
contig_436	4807	24	N	N	1	*	*,436,*
contig_267	4798	37	N	Y	2	*	*,267,*
contig_854	4735	14	N	N	1	*	*,854,*
contig_364	4733	23	N	N	1	*	*,364,*
contig_387	4726	27	N	N	1	*	*,387,*
contig_407	4723	35	N	N	2	*	*,407,*
contig_22	4706	28	N	N	1	*	*,22,*
contig_413	4680	14	N	N	1	*	*,413,*
contig_278	4667	16	N	N	1	*	*,278,*
contig_64	4655	38	N	Y	2	*	*,64,*
contig_323	4640	41	N	Y	2	*	*,323,*
contig_763	4614	16	N	N	1	*	*,763,*
contig_76	4599	22	N	N	1	*	*,76,*
contig_144	4589	16	N	N	1	*	*,144,*
contig_401	4573	18	N	N	1	*	*,401,*
contig_95	4564	26	N	N	2	*	*,95,*
contig_444	4518	13	N	N	1	*	*,444,*
contig_552	4516	13	N	N	1	*	*,552,*
contig_433	4514	20	N	N	1	*	*,433,*
contig_834	4514	21	N	N	1	*	*,834,*
contig_471	4513	33	N	Y	2	*	*,471,*
contig_507	4506	14	N	N	1	*	*,507,*
contig_650	4495	40	N	Y	2	*	*,650,*
contig_181	4483	38	N	Y	2	*	*,181,*
contig_218	4483	45	N	Y	2	*	*,218,*
contig_69	4462	25	N	N	1	*	*,69,*
contig_511	4442	8	N	N	1	*	*,511,*
contig_410	4430	18	N	N	1	*	*,410,*
contig_567	4430	30	N	N	1	*	*,567,*
contig_652	4418	17	N	N	1	*	*,652,*
contig_619	4411	46	N	Y	3	*	*,619,*
contig_777	4404	20	N	N	1	*	*,777,*
contig_61	4397	24	N	N	1	*	*,61,*
contig_110	4387	18	N	N	1	*	*,110,*
contig_293	4382	10	N	N	1	*	*,293,*
contig_866	4370	14	N	N	1	*	*,866,*
contig_53	4368	17	N	N	1	*	*,53,*
contig_328	4351	26	N	N	1	*	*,328,*
contig_123	4341	22	N	N	1	*	*,123,*
contig_523	4322	9	N	N	1	*	*,523,*
contig_734	4309	13	N	N	1	*	*,734,*
contig_662	4304	13	N	N	1	*	*,662,*
contig_618	4297	11	N	N	1	*	*,618,*
contig_46	4293	25	N	N	1	*	*,46,*
contig_136	4291	25	N	N	1	*	*,136,*
contig_134	4270	22	N	N	1	*	*,134,*
contig_427	4270	21	N	N	1	*	*,427,*
contig_325	4262	18	N	N	1	*	*,325,*
contig_526	4258	10	N	N	1	*	*,526,*
contig_248	4255	14	N	N	1	*	*,248,*
contig_451	4255	33	N	Y	2	*	*,451,*
contig_354	4252	21	N	N	1	*	*,354,*
contig_371	4224	20	N	N	1	*	*,371,*
contig_260	4208	9	N	N	1	*	*,260,*
contig_73	4176	16	N	N	1	*	*,73,*
contig_439	4156	16	N	N	1	*	*,439,*
contig_633	4144	16	N	N	1	*	*,633,*
contig_170	4136	27	N	N	2	*	*,170,*
contig_716	4136	30	N	N	1	*	*,716,*
contig_90	4129	16	N	N	1	*	*,90,*
contig_393	4127	24	N	N	1	*	*,393,*
contig_151	4117	8	N	N	1	*	*,151,*
contig_434	4109	8	N	N	1	*	*,434,*
contig_823	4109	33	N	N	2	*	*,823,*
contig_631	4097	13	N	N	1	*	*,631,*
contig_362	4091	18	N	N	1	*	*,362,*
contig_531	4038	21	N	N	1	*	*,531,*
contig_418	4036	30	N	N	2	*	*,418,*
contig_689	4036	22	N	N	1	*	*,689,*
contig_56	4033	20	N	N	1	*	*,56,*
contig_621	4031	13	N	N	1	*	*,621,*
contig_779	3985	11	N	N	1	*	*,779,*
contig_343	3980	17	N	N	1	*	*,343,*
contig_611	3957	43	N	Y	2	*	*,611,*
contig_92	3952	18	N	N	1	*	*,92,*
contig_363	3931	28	N	N	2	*	*,363,*
contig_303	3930	15	N	N	1	*	*,303,*
contig_178	3923	34	N	N	2	*	*,178,*
contig_94	3922	21	N	N	1	*	*,94,*
contig_65	3905	21	N	N	1	*	*,65,*
contig_329	3903	12	N	N	1	*	*,329,*
contig_74	3902	24	N	N	1	*	*,74,*
contig_232	3896	34	N	N	2	*	*,232,*
contig_48	3890	18	N	N	1	*	*,48,*
