#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_754	24354	28	N	Y	2	*	*,754,*
contig_63	24043	16	N	N	1	*	*,63,*
contig_731	18781	24	N	Y	2	*	*,731,*
contig_752	14241	19	N	N	2	*	*,752,*
contig_60	13738	24	N	Y	2	*	*,60,*
contig_88	12411	20	N	N	2	*	*,88,*
contig_387	12065	20	N	N	2	*	*,387,*
contig_21	11557	30	N	Y	3	*	*,21,*
contig_42	10689	22	N	Y	2	*	*,42,*
contig_15	10549	17	N	N	1	*	*,15,*
contig_360	10145	9	N	N	1	*	*,360,*
contig_737	10026	16	N	N	1	*	*,737,*
contig_89	9820	20	N	N	2	*	*,89,*
contig_730	9412	35	N	Y	3	*	*,730,*
contig_2	9322	27	N	Y	2	*	*,2,*
contig_175	9062	16	N	N	1	*	*,175,*
contig_102	8979	30	N	Y	3	*	*,102,*
contig_196	8671	10	N	N	1	*	*,196,*
contig_764	8641	22	N	N	2	*	*,764,*
contig_747	8632	9	N	N	1	*	*,747,*
contig_744	8528	18	N	N	2	*	*,744,*
contig_756	8394	11	N	N	1	*	*,756,*
contig_560	8368	25	N	Y	2	*	*,560,*
contig_429	8315	15	N	N	1	*	*,429,*
contig_202	8292	8	N	N	1	*	*,202,*
contig_732	8232	34	N	Y	3	*	*,732,*
contig_252	7829	18	N	N	1	*	*,252,*
contig_733	7798	13	N	N	1	*	*,733,*
contig_736	7797	22	N	N	2	*	*,736,*
contig_73	7776	26	N	N	2	*	*,73,*
contig_180	7717	15	N	N	1	*	*,180,*
contig_257	7623	8	N	N	1	*	*,257,*
contig_740	7597	7	N	N	1	*	*,740,*
contig_426	7531	34	N	Y	3	*	*,426,*
contig_741	7435	11	N	N	1	*	*,741,*
contig_229	7427	14	N	N	1	*	*,229,*
contig_276	7168	9	N	N	1	*	*,276,*
contig_117	7142	18	N	N	2	*	*,117,*
contig_676	7062	26	N	Y	2	*	*,676,*
contig_97	7048	6	N	N	1	*	*,97,*
contig_729	6985	23	N	Y	2	*	*,729,*
contig_80	6947	17	N	N	1	*	*,80,*
contig_154	6910	17	N	N	2	*	*,154,*
contig_137	6909	13	N	N	1	*	*,137,*
contig_735	6907	23	N	Y	2	*	*,735,*
contig_10	6882	14	N	N	1	*	*,10,*
contig_55	6858	12	N	N	1	*	*,55,*
contig_155	6822	29	N	Y	2	*	*,155,*
contig_766	6805	20	N	N	2	*	*,766,*
contig_156	6785	17	N	N	1	*	*,156,*
contig_302	6781	7	N	N	1	*	*,302,*
contig_190	6736	12	N	N	1	*	*,190,*
contig_768	6714	8	N	N	1	*	*,768,*
contig_7	6673	17	N	N	2	*	*,7,*
contig_470	6599	6	N	N	1	*	*,470,*
contig_484	6568	17	N	N	1	*	*,484,*
contig_9	6564	23	N	N	2	*	*,9,*
contig_750	6549	29	N	Y	2	*	*,750,*
contig_199	6475	24	N	N	2	*	*,199,*
contig_727	6427	36	N	Y	3	*	*,727,*
contig_147	6359	11	N	N	1	*	*,147,*
contig_62	6355	19	N	N	1	*	*,62,*
contig_167	6354	12	N	N	1	*	*,167,*
contig_320	6286	25	N	Y	2	*	*,320,*
contig_263	6262	16	N	N	1	*	*,263,*
contig_734	6257	20	N	N	1	*	*,734,*
contig_761	6257	10	N	N	1	*	*,761,*
contig_369	6242	10	N	N	1	*	*,369,*
contig_275	6202	10	N	N	1	*	*,275,*
contig_468	6182	13	N	N	1	*	*,468,*
contig_632	6164	30	N	Y	2	*	*,632,*
contig_550	6147	19	N	N	2	*	*,550,*
contig_123	6095	15	N	N	1	*	*,123,*
contig_38	6054	20	N	N	2	*	*,38,*
contig_247	6043	13	N	N	1	*	*,247,*
contig_49	6043	21	N	N	2	*	*,49,*
contig_401	5988	23	N	N	2	*	*,401,*
contig_403	5975	13	N	N	1	*	*,403,*
contig_77	5959	24	N	Y	2	*	*,77,*
contig_108	5908	8	N	N	1	*	*,108,*
contig_663	5843	14	N	N	1	*	*,663,*
contig_79	5800	28	N	Y	2	*	*,79,*
contig_706	5784	17	N	N	1	*	*,706,*
contig_165	5745	22	N	N	2	*	*,165,*
contig_763	5739	17	N	N	1	*	*,763,*
contig_332	5704	15	N	N	1	*	*,332,*
contig_374	5683	13	N	N	1	*	*,374,*
contig_464	5627	9	N	N	1	*	*,464,*
contig_94	5604	14	N	N	1	*	*,94,*
contig_159	5586	20	N	N	2	*	*,159,*
contig_650	5566	11	N	N	1	*	*,650,*
contig_20	5510	8	N	N	1	*	*,20,*
contig_757	5493	210	Y	Y	20	*	757
contig_75	5452	27	N	Y	2	*	*,75,*
contig_725	5411	23	N	Y	2	*	*,725,*
contig_742	5402	11	N	N	1	*	*,742,*
contig_146	5379	23	N	Y	2	*	*,146,*
contig_748	5367	4	N	N	1	*	*,748,*
contig_455	5356	13	N	N	1	*	*,455,*
contig_142	5300	15	N	N	1	*	*,142,*
contig_753	5291	21	N	N	1	*	*,753,*
contig_71	5281	9	N	N	1	*	*,71,*
