#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_52	231334	35	N	N	1	*	*,52,*
contig_12	160685	45	N	N	1	*	-1,12,*
contig_17	152707	30	N	N	1	*	53,17,*
contig_280	129585	35	N	N	1	*	-27,280,-53
contig_294	107732	31	N	N	1	*	*,294,28
contig_284	101987	37	N	N	1	*	*,284,-5,*
contig_320	86711	34	N	N	1	*	*,320,*
contig_9	78736	35	N	N	1	*	*,9,*
contig_226	78133	26	N	N	1	*	*,226,*
contig_312	76320	25	N	N	1	*	53,312,*
contig_29	75697	34	N	N	1	*	53,29,*
contig_266	74947	38	N	N	1	*	*,266,*
contig_3	69929	42	N	N	1	*	1,3,-53
contig_326	69291	34	N	N	1	*	*,326,*
contig_263	67255	36	N	N	1	*	*,263,*
contig_58	66766	45	N	N	2	*	*,58,*
contig_291	64234	31	N	N	1	*	291,*
contig_290	63165	28	N	N	1	*	*,290,*
contig_318	60445	30	N	N	1	*	*,318,*
contig_14	57965	40	N	N	1	*	*,14,-5,*
contig_43	57579	25	N	N	1	*	*,43,*
contig_279	57219	31	N	N	1	*	138,279,1
contig_46	55807	38	N	N	1	*	*,46,*
contig_75	55506	36	N	N	1	*	*,75,*
contig_309	52231	31	N	N	1	*	53,309,*
contig_269	50041	42	N	N	1	*	*,269,*
contig_348	49414	33	N	N	1	*	*,348,*
contig_354	47387	25	N	N	1	*	*,354,*
contig_5	46281	41	N	Y	1	*	*,5
contig_329	46022	18	N	N	1	*	*,329,*
contig_181	45629	35	N	N	1	*	*,181,*
contig_287	44320	21	N	N	1	*	*,287,*
contig_71	42069	28	N	N	1	*	53,71,*
contig_305	41758	41	N	N	1	*	305,*
contig_289	41447	37	N	N	1	*	*,289,*
contig_179	41392	22	N	N	1	*	*,179,*
contig_282	41320	31	N	N	1	*	*,282,*
contig_276	40891	32	N	N	1	*	*,276,*
contig_328	40468	15	N	N	1	*	*,328,*
contig_332	39000	21	N	N	1	*	*,332,*
contig_315	37683	25	N	N	1	*	*,315,*
contig_283	36761	22	N	N	1	*	*,283,*
contig_2	36457	30	N	N	1	*	1,2,*
contig_115	36412	36	N	N	1	*	*,115,*
contig_138	36252	43	N	Y	2	*	138
contig_335	35794	32	N	N	1	*	*,335,*
contig_6	35749	34	N	N	1	*	-1,6,-138
contig_286	35176	31	N	N	1	*	*,286,-53
contig_345	33641	47	N	N	2	*	*,345,*
contig_51	33435	26	N	N	1	*	*,51,*
contig_267	33359	26	N	N	1	*	*,267,*
contig_32	32561	46	N	N	2	*	*,32,*
contig_120	32490	30	N	N	1	*	*,120,*
contig_316	32003	21	N	N	1	*	*,316,*
contig_304	31669	23	N	N	1	*	304,*
contig_330	31574	12	N	N	1	*	*,330,*
contig_338	31454	30	N	N	1	*	*,338,*
contig_311	31375	29	N	N	1	*	53,311,*
contig_70	30895	25	N	N	1	*	53,70,*
contig_112	30752	44	N	N	2	*	*,112,*
contig_25	30320	25	N	N	1	*	*,25,*
contig_74	29941	41	N	N	1	*	*,74,*
contig_41	29874	43	N	N	2	*	41,*
contig_277	29401	26	N	N	1	*	*,277,*
contig_346	29205	34	N	N	1	*	*,346,*
contig_234	29059	27	N	N	1	*	*,234,*
contig_90	28001	35	N	N	1	*	*,90,*
contig_89	27091	32	N	N	1	*	*,89,*
contig_288	27041	20	N	N	1	*	*,288,*
contig_162	26918	48	N	N	2	*	*,162,*
contig_82	26334	43	N	N	1	*	*,82,*
contig_37	26267	30	N	N	1	*	-28,37,*
contig_322	25480	19	N	N	1	*	*,322,*
contig_80	25307	12	N	N	1	*	*,80,*
contig_83	24824	21	N	N	1	*	*,83,*
contig_59	24248	34	N	N	1	*	59,*
contig_270	24172	26	N	N	1	*	*,270,*
contig_331	24123	23	N	N	1	*	*,331,*
contig_336	23748	36	N	N	1	*	*,336,*
contig_350	22807	32	N	N	1	*	*,350,*
contig_281	21955	25	N	N	1	*	*,281,*
contig_334	20907	22	N	N	1	*	*,334,*
contig_49	19495	20	N	N	1	*	*,49,*
contig_96	19360	24	N	N	1	*	*,96,*
contig_293	18864	25	N	N	1	*	*,293,*
contig_299	18839	27	N	N	1	*	*,299,*
contig_68	18570	58	N	Y	2	*	*,68,*
contig_16	18376	56	N	Y	2	*	16
contig_296	18194	31	N	N	1	*	*,296,*
contig_142	17207	20	N	N	1	*	*,142,*
contig_308	16951	27	N	N	1	*	*,308,*
contig_91	16754	22	N	N	1	*	*,91,*
contig_298	16516	20	N	N	1	*	*,298,*
contig_274	16334	23	N	N	1	*	*,274,*
contig_64	15952	19	N	N	1	*	*,64,*
contig_10	15843	34	N	N	1	*	*,10,*
contig_327	15820	8	N	N	1	*	*,327,*
contig_118	15818	22	N	N	1	*	*,118,*
contig_333	15659	22	N	N	1	*	*,333,*
contig_106	15596	17	N	N	1	*	*,106,*
contig_324	15398	23	N	N	1	*	*,324,*
contig_102	15175	32	N	N	1	*	*,102,*
contig_256	14988	23	N	N	1	*	*,256,*
contig_300	14948	18	N	N	1	*	*,300,*
contig_77	14511	13	N	N	1	*	*,77,*
contig_188	14347	10	N	N	1	*	*,188,*
contig_15	14274	22	N	N	1	*	*,15,*
contig_344	14255	13	N	N	1	*	*,344,*
contig_38	14239	19	N	N	1	*	*,38,*
contig_258	14212	11	N	N	1	*	*,258,*
contig_325	14086	24	N	N	1	*	*,325,*
contig_301	14068	24	N	N	1	*	*,301,*
contig_55	13855	61	N	Y	2	*	55
contig_157	13838	19	N	N	1	*	*,157,*
contig_62	13758	49	N	N	2	*	*,62,*
contig_92	13750	28	N	N	1	*	*,92,*
contig_323	13617	11	N	N	1	*	*,323,*
contig_347	13342	30	N	N	1	*	*,347,*
contig_126	13282	16	N	N	1	*	*,126,*
contig_140	13230	12	N	N	1	*	*,140,*
contig_147	12955	26	N	N	1	*	*,147,*
contig_50	12792	62	N	N	4	*	55,50,170,*
contig_187	12295	10	N	N	1	*	*,187,*
contig_152	11932	14	N	N	1	*	*,152,*
contig_116	11750	21	N	N	1	*	*,116,*
contig_302	11599	25	N	N	1	*	*,302,*
contig_39	11598	13	N	N	1	*	39,-53
contig_121	11381	10	N	N	1	*	*,121,*
contig_273	11280	37	N	N	1	*	*,273,*
contig_135	11213	13	N	N	1	*	*,135,*
contig_310	11169	17	N	N	1	*	*,310,*
contig_317	11155	32	N	N	1	*	*,317,*
contig_292	10874	32	N	N	1	*	*,292,*
contig_136	10810	12	N	N	1	*	*,136,*
contig_34	10632	29	N	N	1	*	*,34,*
contig_110	10580	37	N	N	1	*	*,110,*
contig_30	10550	13	N	N	1	*	*,30,*
contig_268	10475	32	N	N	1	*	*,268,*
contig_76	10427	57	N	Y	2	*	*,76,*
contig_313	10258	44	N	N	1	*	*,313,*
contig_98	10196	32	N	N	1	*	*,98,*
contig_18	10128	22	N	N	1	*	*,18,*
contig_340	10047	13	N	N	1	*	*,340,*
contig_67	9981	25	N	N	1	*	*,67,*
contig_4	9935	36	N	N	1	*	*,4,*
contig_259	9865	20	N	N	1	*	*,259,*
contig_303	9824	21	N	N	1	*	*,303,*
contig_117	9799	22	N	N	1	*	*,117,*
contig_131	9631	24	N	N	1	*	*,131,*
contig_275	9604	24	N	N	1	*	*,275,*
contig_173	9380	18	N	N	1	*	*,173,*
contig_42	9042	27	N	N	1	*	*,42,*
contig_122	8993	16	N	N	1	*	*,122,*
contig_19	8858	26	N	N	1	*	*,19,*
contig_78	8767	19	N	N	1	*	*,78,*
contig_113	8700	25	N	N	1	*	*,113,*
contig_123	8625	21	N	N	1	*	*,123,*
contig_88	8614	24	N	N	1	*	*,88,*
contig_339	8506	12	N	N	1	*	*,339,*
contig_24	8150	23	N	N	1	*	*,24,*
contig_155	8077	28	N	N	1	*	*,155,*
contig_166	8063	17	N	N	1	*	*,166,*
contig_164	8034	24	N	N	1	*	*,164,*
contig_158	7900	21	N	N	1	*	*,158,*
contig_321	7870	18	N	N	1	*	*,321,*
contig_306	7679	41	N	N	1	*	*,306,*
contig_97	7674	27	N	N	1	*	*,97,*
contig_307	7640	21	N	N	1	*	*,307,*
contig_213	7639	13	N	N	1	*	*,213,*
contig_319	7474	14	N	N	1	*	*,319,*
contig_278	7444	37	N	N	1	*	*,278,*
contig_349	7308	9	N	N	1	*	*,349,*
contig_84	7207	13	N	N	1	*	*,84,*
contig_93	7199	35	N	Y	1	6	*,93,*
contig_159	7168	9	N	N	1	*	*,159,*
contig_26	7160	18	N	N	1	*	*,26,*
contig_217	7158	12	N	N	1	*	*,217,*
contig_21	7156	25	N	N	1	*	*,21,*
contig_295	7131	25	N	N	1	*	*,295,*
contig_352	7107	25	N	N	1	*	*,352,*
contig_235	7008	12	N	N	1	*	*,235,*
contig_167	6885	10	N	N	1	*	*,167,*
contig_47	6870	26	N	N	1	*	*,47,*
contig_81	6853	24	N	N	1	*	*,81,*
contig_57	6779	29	N	N	1	*	*,57,*
contig_119	6770	19	N	N	1	*	*,119,*
contig_342	6736	19	N	N	1	*	*,342,*
contig_107	6677	33	N	Y	1	12	*,107,*
contig_60	6578	37	N	N	1	*	*,60,*
contig_247	6564	12	N	N	1	*	*,247,*
contig_160	6455	24	N	N	1	*	*,160,*
contig_337	6413	37	N	N	1	*	*,337,*
contig_11	6385	16	N	N	1	*	*,11,*
contig_114	6313	31	N	N	1	*	*,114,*
contig_199	6299	14	N	N	1	*	*,199,*
contig_351	6267	14	N	N	1	*	*,351,*
contig_128	5978	8	N	N	1	*	*,128,*
contig_7	5882	21	N	N	1	*	*,7,*
contig_40	5775	10	N	N	1	*	*,40,*
contig_202	5609	20	N	N	1	*	*,202,*
contig_1	5600	175	N	Y	7	*	1
contig_220	5487	13	N	N	1	*	*,220,*
contig_186	5462	20	N	N	1	*	*,186,*
contig_237	5441	36	N	N	1	*	*,237,*
contig_271	5433	21	N	N	1	*	*,271,*
contig_314	5377	16	N	N	1	*	*,314,*
contig_194	5376	33	N	N	1	*	*,194,*
contig_215	5370	18	N	N	1	*	*,215,*
contig_127	5316	15	N	N	1	*	*,127,*
contig_285	5161	17	N	N	1	*	*,285,*
contig_72	5148	22	N	N	1	*	*,72,*
contig_196	5146	18	N	N	1	*	*,196,*
contig_224	5137	19	N	N	1	*	*,224,*
contig_13	5125	20	N	N	1	*	*,13,*
contig_343	5080	20	N	N	1	*	*,343,*
contig_145	5062	16	N	N	1	*	*,145,*
contig_150	5053	34	N	N	1	*	*,150,*
contig_33	5039	10	N	N	1	*	*,33,*
contig_101	5009	20	N	N	1	*	*,101,*
contig_73	4961	23	N	N	3	*	*,73,*
contig_79	4958	35	N	N	1	*	*,79,*
contig_225	4952	28	N	N	1	*	*,225,*
contig_205	4912	20	N	N	1	*	*,205,*
contig_133	4907	23	N	Y	1	16	*,133,*
contig_151	4897	17	N	N	1	*	*,151,*
contig_85	4853	21	N	N	1	*	*,85,*
contig_146	4842	27	N	N	1	*	*,146,*
contig_23	4820	29	N	N	1	*	*,23,*
contig_63	4728	26	N	N	1	*	*,63,*
contig_137	4694	25	N	N	1	*	*,137,*
contig_109	4682	14	N	N	1	*	*,109,*
contig_250	4676	17	N	N	1	*	*,250,*
contig_180	4483	24	N	N	1	*	*,180,*
contig_190	4450	23	N	N	1	*	*,190,*
contig_139	4416	13	N	N	1	*	*,139,*
contig_207	4412	11	N	N	1	*	*,207,*
contig_111	4354	32	N	N	1	*	*,111,*
contig_165	4278	14	N	N	1	*	*,165,*
contig_262	4271	9	N	N	1	*	*,262,*
contig_22	4196	16	N	N	1	*	*,22,*
contig_212	4170	26	N	Y	1	20	*,212,*
contig_201	4158	31	N	N	1	*	*,201,*
contig_242	4100	13	N	N	1	*	*,242,*
contig_183	4085	25	N	N	1	*	*,183,*
contig_248	4068	20	N	N	1	*	*,248,*
contig_195	4054	18	N	N	1	*	*,195,*
contig_238	3915	10	N	N	1	*	*,238,*
contig_200	3857	10	N	N	1	*	*,200,*
contig_245	3839	13	N	N	1	*	*,245,*
contig_48	3809	20	N	N	1	*	-27,48
contig_353	3789	11	N	N	1	*	*,353,*
contig_341	3580	13	N	N	1	*	*,341,*
contig_20	3536	13	N	N	1	*	*,20,*
contig_210	3535	7	N	Y	1	18	*,210,*
contig_193	3469	18	N	N	1	*	*,193,*
contig_227	3423	15	N	N	1	*	*,227,*
contig_216	3421	14	N	N	1	*	*,216,*
contig_231	3403	11	N	N	1	*	*,231,*
contig_297	3337	21	N	N	1	*	*,297,*
contig_168	3336	12	N	N	1	*	*,168,*
contig_36	3193	12	N	N	1	*	*,36,*
contig_257	3089	14	N	N	2	*	*,257,*
contig_192	3022	12	N	N	1	*	*,192,*
contig_184	3019	14	N	N	1	*	*,184,*
contig_221	2986	20	N	N	1	*	*,221,*
contig_254	2947	19	N	N	1	*	*,254,*
contig_86	2929	12	N	N	1	*	*,86,*
contig_197	2912	9	N	N	1	*	*,197,*
contig_104	2903	10	N	Y	1	10	*,104,*
contig_230	2849	11	N	N	1	*	*,230,*
contig_87	2825	14	N	N	1	*	*,87,*
contig_177	2800	12	N	N	1	*	*,177,*
contig_144	2790	25	N	N	1	*	*,144,*
contig_264	2782	16	N	N	1	*	*,264,*
contig_156	2766	10	N	N	1	*	*,156,*
contig_191	2749	11	N	N	1	*	*,191,*
contig_161	2714	19	N	N	1	*	*,161,*
contig_204	2702	13	N	N	1	*	*,204,*
contig_174	2701	12	N	N	1	*	*,174,*
contig_214	2692	22	N	N	1	*	*,214,*
contig_141	2691	16	N	N	1	*	*,141,*
contig_240	2690	20	N	N	1	*	*,240,*
contig_54	2664	33	N	N	1	*	54
contig_154	2636	20	N	N	1	*	*,154,*
contig_219	2636	19	N	N	1	*	*,219,*
contig_261	2609	12	N	N	1	*	*,261,*
contig_272	2609	21	N	N	1	*	*,272,*
contig_69	2593	18	N	N	1	*	*,69,*
contig_148	2561	19	N	N	1	*	*,148,*
contig_255	2558	9	N	N	1	*	*,255,*
contig_265	2558	21	N	N	1	*	*,265,*
contig_223	2549	16	N	N	1	*	*,223,*
contig_182	2520	17	N	N	1	*	*,182,*
contig_228	2515	11	N	N	1	*	*,228,*
contig_244	2501	11	N	N	1	*	*,244,*
contig_229	2437	17	N	N	1	*	*,229,*
contig_105	2436	18	N	N	1	*	*,105,*
contig_243	2418	9	N	N	1	*	*,243,*
contig_241	2405	12	N	N	1	*	*,241,*
contig_260	2402	17	N	N	1	*	*,260,*
contig_169	2394	31	N	N	1	*	*,169,*
contig_198	2390	23	N	N	1	*	*,198,*
contig_134	2379	16	N	N	1	*	*,134,*
contig_203	2371	15	N	N	1	*	*,203,*
contig_232	2369	10	N	N	1	*	*,232,*
contig_172	2366	16	N	N	1	*	*,172,*
contig_163	2331	9	N	N	1	*	*,163,*
contig_178	2331	14	N	N	1	*	*,178,*
contig_252	2331	12	N	N	1	*	*,252,*
contig_130	2328	25	N	N	1	*	*,130,*
contig_176	2328	11	N	N	1	*	*,176,*
contig_246	2327	23	N	N	1	*	*,246,*
contig_233	2294	11	N	N	1	*	*,233,*
contig_249	2291	11	N	N	1	*	*,249,*
contig_153	2278	16	N	N	1	*	*,153,*
contig_236	2276	11	N	N	1	*	*,236,*
contig_253	2267	23	N	N	1	*	*,253,*
contig_206	2265	30	N	N	1	*	*,206,*
contig_222	2257	9	N	N	1	*	*,222,*
contig_66	2238	14	N	N	1	*	*,66,*
contig_189	2223	9	N	N	1	*	*,189,*
contig_218	2223	18	N	N	1	*	*,218,*
contig_239	2218	9	N	N	1	*	*,239,*
contig_185	2213	13	N	N	2	*	*,185,*
contig_149	2210	12	N	N	1	*	*,149,*
contig_251	2205	9	N	N	1	*	*,251,*
contig_175	2160	22	N	N	1	*	*,175,*
contig_143	2159	15	N	N	1	*	*,143,*
contig_27	2105	12	N	Y	1	*	27
contig_129	2036	8	N	N	1	*	*,129,*
contig_65	2028	20	N	N	1	*	*,65,*
contig_31	1972	17	N	N	1	*	*,31,*
contig_56	1861	29	N	N	1	*	*,56,*
contig_61	1780	12	N	N	1	*	*,61,*
contig_95	1684	9	N	N	1	*	*,95,*
contig_208	1373	10	N	N	1	*	*,208,*
contig_35	1117	15	N	N	1	*	*,35,*
contig_8	687	7	Y	Y	1	2	8
